../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_14	3	2	125	1
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_23	1	3	149	0
../code_corpus/HtmlCleaner/comments/DefaultTagProvider.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/XPather.java_13	1	5	150	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_12	2	5	131	0
../code_corpus/HtmlCleaner/comments/TagNode.java_5	1	0	168	0
../code_corpus/HtmlCleaner/comments/XPatherException.java_3	1	2	171	0
../code_corpus/HtmlCleaner/comments/TagNode.java_10	3	3	148	0
../code_corpus/HtmlCleaner/comments/SimpleHtmlSerializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_20	1	5	135	0
../code_corpus/HtmlCleaner/comments/HtmlSerializer.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/TagNode.java_7	1	3	161	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_15	2	3	144	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_17	1	3	148	0
../code_corpus/HtmlCleaner/comments/CompactHtmlSerializer.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_8	0	2	162	0
../code_corpus/HtmlCleaner/comments/TagNode.java_15	3	3	135	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_9	1	6	117	0
../code_corpus/HtmlCleaner/comments/XPather.java_9	3	4	120	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_6	0	1	164	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_10	3	5	128	0
../code_corpus/HtmlCleaner/comments/FastHtmlSerializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/TagNode.java_9	2	5	125	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/HtmlCleanerException.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/Html5TagProvider.java_3	2	1	164	0
../code_corpus/HtmlCleaner/comments/XmlSerializer.java_8	2	2	166	0
../code_corpus/HtmlCleaner/comments/EndTagToken.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/TagNode.java_17	2	4	111	0
../code_corpus/HtmlCleaner/comments/TagNode.java_30	0	2	163	0
../code_corpus/HtmlCleaner/comments/Serializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/Serializer.java_12	3	11	43	0
../code_corpus/HtmlCleaner/comments/TagNode.java_21	3	2	146	0
../code_corpus/HtmlCleaner/comments/XmlSerializer.java_10	0	2	166	0
../code_corpus/HtmlCleaner/comments/ContentNode.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/SimpleHtmlSerializer.java_3	1	4	166	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/Utils.java_9	2	10	103	0
../code_corpus/HtmlCleaner/comments/TagToken.java_3	1	2	166	0
../code_corpus/HtmlCleaner/comments/PrettyHtmlSerializer.java_3	1	3	168	0
../code_corpus/HtmlCleaner/comments/EndTagToken.java_3	1	1	174	0
../code_corpus/HtmlCleaner/comments/Serializer.java_10	2	9	39	0
../code_corpus/HtmlCleaner/comments/TagNode.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/TagNode.java_26	2	3	161	0
../code_corpus/HtmlCleaner/comments/XPather.java_14	2	3	150	0
../code_corpus/HtmlCleaner/comments/TagNode.java_37	1	4	111	0
../code_corpus/HtmlCleaner/comments/SimpleHtmlSerializer.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/SpecialEntity.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/XPatherException.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_20	1	5	132	0
../code_corpus/HtmlCleaner/comments/XmlSerializer.java_5	2	2	166	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_8	1	5	117	0
../code_corpus/HtmlCleaner/comments/DomSerializer.java_2	1	2	172	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_3	1	11	130	0
../code_corpus/HtmlCleaner/comments/CleanerProperties.java_3	0	1	178	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_6	3	7	116	0
../code_corpus/HtmlCleaner/comments/CleanerTransformations.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/TagToken.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/XmlSerializer.java_3	1	2	169	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_21	1	3	154	0
../code_corpus/HtmlCleaner/comments/HtmlNode.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/XPather.java_4	1	3	148	0
../code_corpus/HtmlCleaner/comments/DomSerializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/CleanerTransformations.java_3	1	1	179	0
../code_corpus/HtmlCleaner/comments/TagNode.java_13	8	4	45	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_5	2	4	125	0
../code_corpus/HtmlCleaner/comments/SpecialEntity.java_7	1	1	163	0
../code_corpus/HtmlCleaner/comments/TagNode.java_8	1	3	164	0
../code_corpus/HtmlCleaner/comments/PrettyHtmlSerializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_13	3	5	133	0
../code_corpus/HtmlCleaner/comments/TagTransformation.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/Utils.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/Utils.java_6	2	8	72	0
../code_corpus/HtmlCleaner/comments/TagNode.java_36	2	3	138	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_11	2	5	128	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_22	1	5	113	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_18	2	1	164	0
../code_corpus/HtmlCleaner/comments/HtmlSerializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/DoctypeToken.java_3	1	1	175	0
../code_corpus/HtmlCleaner/comments/BaseToken.java_3	1	5	166	0
../code_corpus/HtmlCleaner/comments/XmlSerializer.java_4	2	2	166	0
../code_corpus/HtmlCleaner/comments/Utils.java_5	1	4	152	0
../code_corpus/HtmlCleaner/comments/HtmlCleanerException.java_3	1	1	174	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/TagNode.java_19	2	1	163	0
../code_corpus/HtmlCleaner/comments/DefaultTagProvider.java_5	2	5	129	0
../code_corpus/HtmlCleaner/comments/Serializer.java_3	3	1	166	0
../code_corpus/HtmlCleaner/comments/TagNode.java_34	1	5	103	0
../code_corpus/HtmlCleaner/comments/ContentNode.java_3	1	1	175	0
../code_corpus/HtmlCleaner/comments/TagNodeVisitor.java_3	3	7	71	0
../code_corpus/HtmlCleaner/comments/XmlSerializer.java_6	2	2	166	0
../code_corpus/HtmlCleaner/comments/Serializer.java_11	2	8	94	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_16	3	4	138	0
../code_corpus/HtmlCleaner/comments/Serializer.java_7	3	5	98	0
../code_corpus/HtmlCleaner/comments/Serializer.java_14	3	12	16	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_4	2	2	113	0
../code_corpus/HtmlCleaner/comments/CompactXmlSerializer.java_3	1	3	168	0
../code_corpus/HtmlCleaner/comments/HtmlCleanerException.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/Serializer.java_4	3	6	149	0
../code_corpus/HtmlCleaner/comments/TagTransformation.java_4	2	12	30	0
../code_corpus/HtmlCleaner/comments/PrettyHtmlSerializer.java_4	3	2	156	0
../code_corpus/HtmlCleaner/comments/TagNode.java_6	1	2	164	0
../code_corpus/HtmlCleaner/comments/Utils.java_11	3	10	47	0
../code_corpus/HtmlCleaner/comments/HtmlSerializer.java_3	1	2	169	0
../code_corpus/HtmlCleaner/comments/Utils.java_8	2	8	96	0
../code_corpus/HtmlCleaner/comments/CompactHtmlSerializer.java_3	1	4	165	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_18	1	1	160	0
../code_corpus/HtmlCleaner/comments/ITagInfoProvider.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/XPather.java_8	1	4	138	0
../code_corpus/HtmlCleaner/comments/TagTransformation.java_7	2	16	35	0
../code_corpus/HtmlCleaner/comments/Utils.java_13	2	5	139	0
../code_corpus/HtmlCleaner/comments/SpecialEntity.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/TagNode.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/XPather.java_5	2	4	135	0
../code_corpus/HtmlCleaner/comments/XPather.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/BrowserCompactXmlSerializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/HtmlNode.java_2	0	2	174	0
../code_corpus/HtmlCleaner/comments/SimpleXmlSerializer.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_4	1	3	151	0
../code_corpus/HtmlCleaner/comments/Utils.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/Serializer.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/TagNode.java_4	1	1	163	0
../code_corpus/HtmlCleaner/comments/Serializer.java_9	2	7	73	0
../code_corpus/HtmlCleaner/comments/SimpleXmlSerializer.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/CleanerTransformations.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/TagTransformation.java_3	0	6	167	0
../code_corpus/HtmlCleaner/comments/ContentNode.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/DoctypeToken.java_2	2	6	145	0
../code_corpus/HtmlCleaner/comments/TagNode.java_29	1	7	93	0
../code_corpus/HtmlCleaner/comments/DoctypeToken.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_24	1	4	115	0
../code_corpus/HtmlCleaner/comments/TagInfo.java_1	0	11	83	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_14	3	5	131	0
../code_corpus/HtmlCleaner/comments/Serializer.java_6	3	6	97	0
../code_corpus/HtmlCleaner/comments/BrowserCompactXmlSerializer.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/TagNode.java_24	2	2	161	0
../code_corpus/HtmlCleaner/comments/XPather.java_7	2	2	127	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/Html5TagProvider.java_2	2	6	146	0
../code_corpus/HtmlCleaner/comments/TagNode.java_33	2	4	141	0
../code_corpus/HtmlCleaner/comments/TagNode.java_16	2	2	162	0
../code_corpus/HtmlCleaner/comments/TagInfo.java_2	5	37	269	0
../code_corpus/HtmlCleaner/comments/TagNode.java_35	2	4	143	0
../code_corpus/HtmlCleaner/comments/TagNode.java_22	1	1	162	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_13	1	5	124	0
../code_corpus/HtmlCleaner/comments/TagNode.java_32	4	4	135	0
../code_corpus/HtmlCleaner/comments/HtmlCleaner.java_21	2	6	135	0
../code_corpus/HtmlCleaner/comments/HtmlTokenizer.java_25	1	4	117	0
../code_corpus/HtmlCleaner/comments/XPather.java_3	5	3	101	0
