../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/FileDataStoreFactory.java_2	0.962962962963	0.909090909091	124	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/AbstractInputStreamContent.java_5	0.927272727273	0.875	117	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/FileDataStoreFactory.java_5	0.95652173913	0.9	134	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/MultipartContent.java_9	0.933333333333	0.923076923077	147	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/Preconditions.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/JsonRpcRequest.java_7	0.979166666667	0.882352941176	136	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/Lists.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/FieldInfo.java_13	0.979166666667	0.95	137	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/package-info.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpBackOffUnsuccessfulResponseHandler.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/UrlEncodedParser.java_3	0.977272727273	0.928571428571	161	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/UnicodeEscaper.java_4	0.888888888889	0.897435897436	76	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/UriTemplate.java_2	0.945205479452	0.954545454545	133	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/JsonWebToken.java_2	0.945454545455	0.857142857143	155	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpStatusCodes.java_4	0.97619047619	0.928571428571	162	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/JsonWebToken.java_13	0.979166666667	1.0	145	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/MockBackOff.java_4	0.88679245283	0.952380952381	125	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/GenericUrl.java_32	0.875	0.888888888889	130	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpHeaders.java_50	0.921568627451	0.894736842105	121	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/Preconditions.java_7	0.879310344828	0.789473684211	97	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpBackOffUnsuccessfulResponseHandler.java_2	0.921875	0.913043478261	67	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpResponseException.java_10	0.977777777778	0.857142857143	145	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/BasicAuthentication.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/ByteStreams.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/MockLowLevelHttpResponse.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/PemReader.java_5	0.916666666667	0.933333333333	141	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/Sets.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpResponseException.java_15	0.943396226415	0.947368421053	113	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/Json.java_2	0.978260869565	0.923076923077	172	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/ByteArrayStreamingContent.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/SslUtils.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/ApacheHttpTransport.java_2	0.911392405063	0.857142857143	66	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpMediaType.java_11	0.95652173913	0.933333333333	151	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/ObjectParser.java_4	0.961538461538	0.857142857143	92	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpBackOffIOExceptionHandler.java_5	0.94	0.888888888889	137	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/MockJsonParser.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpHeaders.java_23	0.938775510204	0.866666666667	139	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpBackOffUnsuccessfulResponseHandler.java_9	0.895833333333	1.0	153	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/GZipEncoding.java_1	0.985714285714	0.904761904762	89	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/AbstractMemoryDataStore.java_3	0.955555555556	0.933333333333	163	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/GenericUrl.java_30	0.905660377358	0.894736842105	82	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/MockHttpTransport.java_12	0.913043478261	1.0	134	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/ExponentialBackOffPolicy.java_31	0.876923076923	0.92	34	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/HttpResponseException.java_16	0.960784313725	0.947368421053	118	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/Objects.java_3	0.894736842105	1.0	76	0
../../code_corpus/jsoup/comments/Element.java_16	../../code_corpus/google-http-client/comments/GenericUrl.java_29	0.888888888889	0.913043478261	69	0
