"24346893","<p>I'm trying to run a JUnit test in Travis CI using Maven, but every attempt makes me face the same error:</p>

<pre><code>[ERROR] \luiz.kill\Workspace\hawickjames\src\main\java\com\lzkill\main\CountElementaryCircuitsFromRFC.java:[3,24] error: package org.jgrapht.graph does not exist
</code></pre>

<p>I also see this when I use m2e to fire Maven, the dependencies don't even show up Eclipse as if the download was not processed.</p>

<p>It really looks like a javac problem. How can I make the download succeed and the compiler find the right jars?</p>

<p>Here's my pom.xml:</p>

<pre><code>&lt;project xmlns=""http://maven.apache.org/POM/4.0.0"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd""&gt;
&lt;modelVersion&gt;4.0.0&lt;/modelVersion&gt;
&lt;groupId&gt;com.lzkill&lt;/groupId&gt;
&lt;artifactId&gt;myArtifact&lt;/artifactId&gt;
&lt;version&gt;0.0.1-SNAPSHOT&lt;/version&gt;
&lt;name&gt;...&lt;/name&gt;
&lt;description&gt;...&lt;/description&gt;
&lt;url&gt;...&lt;/url&gt;

&lt;properties&gt;
    &lt;project.build.sourceEncoding&gt;UTF-8&lt;/project.build.sourceEncoding&gt;
&lt;/properties&gt;

&lt;dependencyManagement&gt;
    &lt;dependencies&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.jgrapht&lt;/groupId&gt;
            &lt;artifactId&gt;jgrapht&lt;/artifactId&gt;
            &lt;version&gt;0.9.0&lt;/version&gt;
        &lt;/dependency&gt;

        &lt;dependency&gt;
            &lt;groupId&gt;junit&lt;/groupId&gt;
            &lt;artifactId&gt;junit&lt;/artifactId&gt;
            &lt;version&gt;4.11&lt;/version&gt;
            &lt;scope&gt;test&lt;/scope&gt;
        &lt;/dependency&gt;

        &lt;dependency&gt;
            &lt;groupId&gt;org.apache.commons&lt;/groupId&gt;
            &lt;artifactId&gt;commons-lang3&lt;/artifactId&gt;
            &lt;version&gt;3.3.2&lt;/version&gt;
        &lt;/dependency&gt;

    &lt;/dependencies&gt;
&lt;/dependencyManagement&gt;
&lt;build&gt;
    &lt;pluginManagement&gt;
        &lt;plugins&gt;
            &lt;plugin&gt;
                &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;
                &lt;artifactId&gt;maven-compiler-plugin&lt;/artifactId&gt;
                &lt;version&gt;2.3.2&lt;/version&gt;
                &lt;configuration&gt;
                    &lt;source&gt;1.6&lt;/source&gt;
                    &lt;target&gt;1.6&lt;/target&gt;
                &lt;/configuration&gt;
            &lt;/plugin&gt;
            &lt;plugin&gt;
                &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;
                &lt;artifactId&gt;maven-surefire-plugin&lt;/artifactId&gt;
                &lt;version&gt;2.12&lt;/version&gt;
                &lt;configuration&gt;
                    &lt;testFailureIgnore&gt;false&lt;/testFailureIgnore&gt;
                &lt;/configuration&gt;
            &lt;/plugin&gt;
            &lt;plugin&gt;
                &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;
                &lt;artifactId&gt;maven-javadoc-plugin&lt;/artifactId&gt;
                &lt;version&gt;2.9.1&lt;/version&gt;
                &lt;configuration&gt;
                    &lt;show&gt;protected&lt;/show&gt;
                    &lt;windowtitle&gt;...&lt;/windowtitle&gt;
                &lt;/configuration&gt;
            &lt;/plugin&gt;
        &lt;/plugins&gt;
    &lt;/pluginManagement&gt;
&lt;/build&gt;
</code></pre>

<p></p>
"
"24359674","<p>There is an option for this in IRIS, </p>

<p><a href=""https://code.google.com/p/iris-persistent/source/browse/trunk/src/test/java/at/sti2/iris/persistent/evaluation/orb/OpenRuleBench.java?spec=svn134&amp;r=134"" rel=""nofollow"">From here</a></p>

<pre><code>import org.deri.iris.optimisations.rulefilter.RuleFilter;
import org.deri.iris.Configuration;

Configuration config = new Configuration();
config.programOptmimisers.add(new RuleFilter());
</code></pre>

<p>However, I could not get this to work. I get a ""loop exception"" in the underlying <a href=""http://jgrapht.org/"" rel=""nofollow"">JGraphT</a> library used. </p>

<p>Finally, I ended up writing my own rule filter. It is not difficult.
We need to ensure that we only include rules that are referenced in the tail of rules leading to the final relation. </p>
"
"24372270","<p>I've used th JGrapht for a library for a variety of my own graph representations.  They have a weighted graph implementation here: <a href=""http://jgrapht.org/javadoc/org/jgrapht/graph/SimpleWeightedGraph.html"" rel=""nofollow"">http://jgrapht.org/javadoc/org/jgrapht/graph/SimpleWeightedGraph.html</a></p>

<p>That seems to handle a lot of what you are looking for, and I've used it to represent graphs with up to around 2000 vertices, and it handles reasonably well for my needs, though I don't remember my access rate.</p>
"
"24517434","<p>I have a SimpleWeightedGraph and I want to draw it on a JPanel in a JFrame.
Unfortunately nothing is drawn...</p>

<p>I read this article <a href=""http://jgrapht.org/visualizations.html"" rel=""nofollow"">http://jgrapht.org/visualizations.html</a>. They are using a ListenableDirectedGraph so I tried a ListenableUndirectedGraph with no success (nothing is drawn).</p>

<pre><code>public class DisplayGraphForm extends javax.swing.JFrame
{
   /**
    * Creates new form DisplayGraphForm
    * @param g
    */
    public DisplayGraphForm(SimpleWeightedGraph g)
    {
       initComponents(); // graphPanel added to JFrame with BorderLayout (Center)

       JGraphModelAdapter adapter = new JGraphModelAdapter(g);

       JGraph jgraph = new JGraph(adapter);

       graphPanel.add(jgraph);
     }
    // ...
}
</code></pre>

<p>Thanks you!</p>
"
"24519791","<p>It looks that you're leaving some important details out of your question, and without a <a href=""http://stackoverflow.com/help/mcve"">Minimal, Complete, and Verifiable example</a> it is hard to say where is the problem. </p>

<p>However, note that the sample you're trying to adopt is very old. <code>JGraph</code> has moved on to <code>JGraphX</code>. Consider the following sample that demonstrates the link of <code>JGraphT</code> and <code>JGraphX</code> using <code>JGraphXAdapter</code>. </p>

<pre><code>import javax.swing.JFrame;
import javax.swing.SwingUtilities;

import org.jgrapht.ListenableGraph;
import org.jgrapht.ext.JGraphXAdapter;
import org.jgrapht.graph.DefaultWeightedEdge;
import org.jgrapht.graph.ListenableDirectedWeightedGraph;
import com.mxgraph.layout.mxCircleLayout;
import com.mxgraph.layout.mxIGraphLayout;
import com.mxgraph.swing.mxGraphComponent;

public class DemoWeightedGraph {

    private static void createAndShowGui() {
        JFrame frame = new JFrame(""DemoGraph"");
        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);

        ListenableGraph&lt;String, MyEdge&gt; g = buildGraph();
        JGraphXAdapter&lt;String, MyEdge&gt; graphAdapter = 
                new JGraphXAdapter&lt;String, MyEdge&gt;(g);

        mxIGraphLayout layout = new mxCircleLayout(graphAdapter);
        layout.execute(graphAdapter.getDefaultParent());

        frame.add(new mxGraphComponent(graphAdapter));

        frame.pack();
        frame.setLocationByPlatform(true);
        frame.setVisible(true);
    }

    public static void main(String[] args) {
        SwingUtilities.invokeLater(new Runnable() {
            public void run() {
                createAndShowGui();
            }
        });
    }

    public static class MyEdge extends DefaultWeightedEdge {
        @Override
        public String toString() {
            return String.valueOf(getWeight());
        }
    }

    public static ListenableGraph&lt;String, MyEdge&gt; buildGraph() {
        ListenableDirectedWeightedGraph&lt;String, MyEdge&gt; g = 
            new ListenableDirectedWeightedGraph&lt;String, MyEdge&gt;(MyEdge.class);

        String x1 = ""x1"";
        String x2 = ""x2"";
        String x3 = ""x3"";

        g.addVertex(x1);
        g.addVertex(x2);
        g.addVertex(x3);

        MyEdge e = g.addEdge(x1, x2);
        g.setEdgeWeight(e, 1);
        e = g.addEdge(x2, x3);
        g.setEdgeWeight(e, 2);

        e = g.addEdge(x3, x1);
        g.setEdgeWeight(e, 3);

        return g;
    }
}
</code></pre>

<p><img src=""http://i.stack.imgur.com/NJhP6.png"" alt=""enter image description here""></p>

<p>Note that <code>MyEdge</code> extends <code>DefaultWeightedEdge</code> to provide custom <code>toString()</code> that displays edge weight. A cleaner solution would be probably to override <code>mxGraph.convertValueToString</code>, examine content of cells and provide custom labels as needed. <code>toString</code> is a shortcut for the demo and also I noticed that <code>DefaultWeightedEdge.getWeight()</code> is protected, so the extension is needed anyway :) </p>
"
"24621581","<p>I am currently writing a program that deals with graphs created by the jgrapht library. I have multiple graphs of the form:</p>

<pre><code>UndirectedGraph &lt;Integer, DefaultEdge&gt; g_x = new SimpleGraph&lt;Integer, DefaultEdge (DefaultEdge.class);
g.addVertex(1);
g.addVertex(2);
g.addVertex(3);
g.addEdge(1, 2);
g.addEdge(2, 4);
...
</code></pre>

<p>which are constant graphs associated with street maps that I am given as files. Right now I have all of my graphs declared in my main method and just reference the graph I want when a map is loaded. What I would like to do is have another file paired with each map (i.e map1.map and map1.graph) so that when I load the map from a file I can also load the graph like:</p>

<pre><code>map = loadMap(mapName);
g_x = loadGraph(mapName);
</code></pre>

<p>where mapName is the file name prefix and not have to store it in my source code. Is it possible to do this in java and if so how would I create the files and load them? Would it also be possible to do this with a generic Object?</p>
"
"24711651","<p>I run</p>

<pre><code>$ mvn clean compile
</code></pre>

<p>And get the folliwing output:</p>

<pre><code>[INFO] Scanning for projects...
[INFO]                                                                        
[INFO] ------------------------------------------------------------------------
[INFO] Building tendiwa-core 1.0-SNAPSHOT
[INFO] ------------------------------------------------------------------------
[INFO]
[INFO] --- maven-clean-plugin:2.5:clean (default-clean) @ tendiwa-core ---
[INFO] Deleting /home/suseika/Projects/tendiwa/core/target
[INFO]
[INFO] --- maven-resources-plugin:2.3:resources (default-resources) @ tendiwa-core ---
[INFO] Using 'UTF-8' encoding to copy filtered resources.
[INFO] Copying 3 resources
[INFO]
[INFO] --- maven-compiler-plugin:3.1:compile (default-compile) @ tendiwa-core ---
[INFO] Changes detected - recompiling the module!
[INFO] Using Groovy-Eclipse compiler to compile both Java and Groovy files
[INFO] -------------------------------------------------------------
[WARNING] COMPILATION WARNING :
[INFO] -------------------------------------------------------------
[WARNING] Found 0 errors and 0 warnings.
[INFO] 1 warning
[INFO] -------------------------------------------------------------
[INFO] ------------------------------------------------------------------------
[INFO] BUILD FAILURE
[INFO] ------------------------------------------------------------------------
[INFO] Total time: 2.439s
[INFO] Finished at: Sat Jul 12 15:26:53 YEKT 2014
[INFO] Final Memory: 12M/154M
[INFO] ------------------------------------------------------------------------
[ERROR] Failed to execute goal org.apache.maven.plugins:maven-compiler-plugin:3.1:compile (default-compile) on project tendiwa-core: Compilation failure
[ERROR] Found 0 errors and 0 warnings.
[ERROR] -&gt; [Help 1]
[ERROR]
[ERROR] To see the full stack trace of the errors, re-run Maven with the -e switch.
[ERROR] Re-run Maven using the -X switch to enable full debug logging.
[ERROR]
[ERROR] For more information about the errors and possible solutions, please read the following articles:
[ERROR] [Help 1] http://cwiki.apache.org/confluence/display/MAVEN/MojoFailureException
</code></pre>

<p>There clearly is an error with the <code>maven-compiler-plugin</code>, but for some reason it doesn't say what exactly is the error. Running with <code>-e</code> flag doesn't explain anything either. What can be the cause of this?</p>

<p>Update:</p>

<p>pom.xml:</p>

<pre><code>&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;project xmlns=""http://maven.apache.org/POM/4.0.0""
         xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""
         xsi:schemaLocation=""http://maven.apache.org/POM/4.0.0 http://maven.apache.org/xsd/maven-4.0.0.xsd""&gt;
    &lt;modelVersion&gt;4.0.0&lt;/modelVersion&gt;

    &lt;properties&gt;
        &lt;project.build.sourceEncoding&gt;UTF-8&lt;/project.build.sourceEncoding&gt;
        &lt;project.reporting.outputEncoding&gt;UTF-8&lt;/project.reporting.outputEncoding&gt;
    &lt;/properties&gt;
    &lt;groupId&gt;org.tendiwa&lt;/groupId&gt;
    &lt;artifactId&gt;tendiwa-core&lt;/artifactId&gt;
    &lt;version&gt;1.0-SNAPSHOT&lt;/version&gt;
    &lt;build&gt;
        &lt;plugins&gt;
            &lt;plugin&gt;
                &lt;groupId&gt;org.apache.maven.plugins&lt;/groupId&gt;
                &lt;artifactId&gt;maven-compiler-plugin&lt;/artifactId&gt;
                &lt;version&gt;3.1&lt;/version&gt;
                &lt;configuration&gt;
                    &lt;compilerId&gt;groovy-eclipse-compiler&lt;/compilerId&gt;
                    &lt;source&gt;1.8&lt;/source&gt;
                    &lt;target&gt;1.8&lt;/target&gt;
                &lt;/configuration&gt;
                &lt;dependencies&gt;
                    &lt;dependency&gt;
                        &lt;groupId&gt;org.codehaus.groovy&lt;/groupId&gt;
                        &lt;artifactId&gt;groovy-eclipse-compiler&lt;/artifactId&gt;
                        &lt;version&gt;2.8.0-01&lt;/version&gt;
                    &lt;/dependency&gt;
                    &lt;dependency&gt;
                        &lt;groupId&gt;org.codehaus.groovy&lt;/groupId&gt;
                        &lt;artifactId&gt;groovy-eclipse-batch&lt;/artifactId&gt;
                        &lt;version&gt;2.1.5-03&lt;/version&gt;
                    &lt;/dependency&gt;
                &lt;/dependencies&gt;
            &lt;/plugin&gt;
        &lt;/plugins&gt;
    &lt;/build&gt;
    &lt;repositories&gt;
        &lt;repository&gt;
            &lt;id&gt;Snapshots&lt;/id&gt;
            &lt;url&gt;https://oss.sonatype.org/content/repositories/snapshots/&lt;/url&gt;
        &lt;/repository&gt;
    &lt;/repositories&gt;


    &lt;dependencies&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;jgraph&lt;/groupId&gt;
            &lt;artifactId&gt;jgraph&lt;/artifactId&gt;
            &lt;version&gt;5.13.0.0&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;net.sf.trove4j&lt;/groupId&gt;
            &lt;artifactId&gt;trove4j&lt;/artifactId&gt;
            &lt;version&gt;3.0.3&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.jgrapht&lt;/groupId&gt;
            &lt;artifactId&gt;jgrapht-core&lt;/artifactId&gt;
            &lt;version&gt;0.9.0&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.jukito&lt;/groupId&gt;
            &lt;artifactId&gt;jukito&lt;/artifactId&gt;
            &lt;version&gt;1.5-SNAPSHOT&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;com.vividsolutions&lt;/groupId&gt;
            &lt;artifactId&gt;jts&lt;/artifactId&gt;
            &lt;version&gt;1.14-SNAPSHOT&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;com.google.guava&lt;/groupId&gt;
            &lt;artifactId&gt;guava&lt;/artifactId&gt;
            &lt;version&gt;15.0&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.la4j&lt;/groupId&gt;
            &lt;artifactId&gt;la4j&lt;/artifactId&gt;
            &lt;version&gt;0.4.9&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;kendzi.math&lt;/groupId&gt;
            &lt;artifactId&gt;kendzi-straight-skeleton&lt;/artifactId&gt;
            &lt;version&gt;0.0.10-SNAPSHOT&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.tendiwa&lt;/groupId&gt;
            &lt;artifactId&gt;twakStraightSkeleton&lt;/artifactId&gt;
            &lt;version&gt;1.0-SNAPSHOT&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;com.google.inject.extensions&lt;/groupId&gt;
            &lt;artifactId&gt;guice-assistedinject&lt;/artifactId&gt;
            &lt;version&gt;4.0-beta4&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;com.google.inject&lt;/groupId&gt;
            &lt;artifactId&gt;guice&lt;/artifactId&gt;
            &lt;version&gt;4.0-beta4&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.codehaus.groovy&lt;/groupId&gt;
            &lt;artifactId&gt;groovy-all&lt;/artifactId&gt;
            &lt;version&gt;1.8.6&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.codehaus.groovy.maven.runtime&lt;/groupId&gt;
            &lt;artifactId&gt;gmaven-runtime-1.6&lt;/artifactId&gt;
            &lt;version&gt;1.0&lt;/version&gt;
            &lt;exclusions&gt;
                &lt;exclusion&gt;
                    &lt;groupId&gt;org.codehaus.groovy&lt;/groupId&gt;
                    &lt;artifactId&gt;groovy-all-minimal&lt;/artifactId&gt;
                &lt;/exclusion&gt;
            &lt;/exclusions&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;com.googlecode.combinatoricslib&lt;/groupId&gt;
            &lt;artifactId&gt;combinatoricslib&lt;/artifactId&gt;
            &lt;version&gt;2.0&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;log4j&lt;/groupId&gt;
            &lt;artifactId&gt;log4j&lt;/artifactId&gt;
            &lt;version&gt;1.2.12&lt;/version&gt;
        &lt;/dependency&gt;
        &lt;dependency&gt;
            &lt;groupId&gt;org.jgrapht&lt;/groupId&gt;
            &lt;artifactId&gt;jgrapht-ext&lt;/artifactId&gt;
            &lt;version&gt;0.9.1-SNAPSHOT&lt;/version&gt;
        &lt;/dependency&gt;

    &lt;/dependencies&gt;


&lt;/project&gt;
</code></pre>
"
"24952155","<p>It does not have any eclipse meta file so we can import it directly in eclipse
Create two files in that folder with following entry.</p>

<ol>
<li><p><code>.project</code></p>

<p><code>&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;projectDescription&gt;
    &lt;name&gt;mallet-2.0.7&lt;/name&gt;
    &lt;comment&gt;&lt;/comment&gt;
    &lt;projects&gt;
    &lt;/projects&gt;
    &lt;buildSpec&gt;
        &lt;buildCommand&gt;
            &lt;name&gt;org.eclipse.jdt.core.javabuilder&lt;/name&gt;
            &lt;arguments&gt;
            &lt;/arguments&gt;
        &lt;/buildCommand&gt;
    &lt;/buildSpec&gt;
    &lt;natures&gt;
        &lt;nature&gt;org.eclipse.jdt.core.javanature&lt;/nature&gt;
    &lt;/natures&gt;
&lt;/projectDescription&gt;</code></p></li>
<li><p><code>.classpath</code></p>

<p><code>&lt;?xml version=""1.0"" encoding=""UTF-8""?&gt;
&lt;classpath&gt;
    &lt;classpathentry kind=""src"" path=""src""/&gt;
    &lt;classpathentry kind=""con"" path=""org.eclipse.jdt.launching.JRE_CONTAINER/org.eclipse.jdt.internal.debug.ui.launcher.StandardVMType/JavaSE-1.6""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/bsh.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/grmm-deps.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/jdom-1.0.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/jgrapht-0.6.0.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/junit-4.5.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/jwnl-1.3.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/mallet-deps.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/mtj-0.9.9.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/openjgraph.jar""/&gt;
    &lt;classpathentry kind=""lib"" path=""lib/trove-2.0.2.jar""/&gt;
    &lt;classpathentry kind=""output"" path=""bin""/&gt;
&lt;/classpath&gt;</code></p></li>
<li><p>In eclipse use <code>File &gt; import &gt; Existing project into workspace</code>.</p></li>
<li>done</li>
</ol>
"
"25326556","<p>Okay, I did some googling and apparently you're using the JGraphT library. <em>(Protip: it helps to specify this in your question!)</em> The <a href=""http://jgrapht.org/javadoc/org/jgrapht/Graph.html#edgeSet%28%29"" rel=""nofollow"">JavaDoc for <code>Graph.edgeSet()</code></a> says:</p>

<blockquote>
  <p>Returns a set of the edges contained in this graph. The set is backed
  by the graph, so changes to the graph are reflected in the set. If the
  graph is modified while an iteration over the set is in progress, the
  results of the iteration are undefined.</p>
</blockquote>

<p>Now, this just means that if the edges of the <code>Graph</code> change, then those changes can be seen in the returned <code>Set</code>. Unfortunately, it doesn't say anything about changes in the returned <code>Set</code> causing changes to the edges of the <code>Graph</code>. Seeing that you're getting an <code>UnsupportedOperationException</code>, I would <em>assume</em> <code>Graph</code> does not allow you change the returned <code>Set</code>. <a href=""https://github.com/jgrapht/jgrapht/blob/57097a2968a63c3d2a81e380e8e2287e95092384/jgrapht-core/src/main/java/org/jgrapht/graph/AbstractBaseGraph.java#L384"" rel=""nofollow"">The source code of <code>AbstractBaseGraph</code></a> confirms this assumption:</p>

<pre><code>/**
 * @see Graph#edgeSet()
 */
public Set&lt;E&gt; edgeSet()
{
    if (unmodifiableEdgeSet == null) {
        unmodifiableEdgeSet = Collections.unmodifiableSet(edgeMap.keySet());
    }

    return unmodifiableEdgeSet;
}
</code></pre>

<p><strong><code>edgeSet()</code> returns an unmodifiable view of a <code>Graph</code>'s edges.</strong> You cannot change the <code>edgeSet</code> directly, you have to use the <code>Graph</code> interface to add/change/remove edges. Additionally, if you are iterating over the <code>edgeSet</code> while you're making these changes, you may run into undefined behavior.</p>

<p>To solve this, I recommend first collecting the edges to be removed while iterating, and then removing them afterwards:</p>

<pre><code>// Collection holding the 'marked' edges
Set&lt;DefaultWeightedEdge&gt; toRemove = new HashSet&lt;&gt;();
Iterator&lt;DefaultWeightedEdge&gt; edgeIt = FWIt.getGraph().edgeSet().iterator();
while (edgeIt.hasNext()){
    DefaultWeightedEdge e = edgeIt.next();
    /* ... */
    if (/* something */) {
         // Mark the edge to be removed
         toRemove.add(e);
    }
}
// Remove the marked edges using the Graph's interface
FWIt.getGraph().removeAllEdges(toRemove);
</code></pre>
"
"52062","<p>Check out <a href=""http://jgrapht.org/"">JGraphT</a> for a very simple and powerful Java graph library that is pretty well done and, to allay any confusion, <strong>is different than JGraph</strong>. Some <a href=""https://github.com/jgrapht/jgrapht/wiki/HelloWorld"">sample code</a>:</p>

<pre><code>UndirectedGraph&lt;String, DefaultEdge&gt; g =
        new SimpleGraph&lt;String, DefaultEdge&gt;(DefaultEdge.class);

    String v1 = ""v1"";
    String v2 = ""v2"";
    String v3 = ""v3"";
    String v4 = ""v4"";

    // add the vertices
    g.addVertex(v1);
    g.addVertex(v2);
    g.addVertex(v3);
    g.addVertex(v4);

    // add edges to create a circuit
    g.addEdge(v1, v2);
    g.addEdge(v2, v3);
    g.addEdge(v3, v4);
    g.addEdge(v4, v1);
</code></pre>
"
